please_indicate_what_best_describes_you_,What_outsourced_public_service,What_outsourced_public_service/garbage_waste_disposal,What_outsourced_public_service/fresh_water_supply,What_outsourced_public_service/cleaning_of_business_environme,What_outsourced_public_service/use_of_car_parking_space,What_outsourced_public_service/AUTOMATIC,please_specify,name_of_your_county_government_,group_qo7it23/the_county_government_will_have_modern_looking_equipment_,group_qo7it23/the_physical_facilities_at_county_government_offices_will_be_visually_appealing_,group_qo7it23/employees_at_county_government_offices_will_be_neat_in_their_appearance_,group_qo7it23/materials_associated_with_the_service_pamphlets_or_statements_will_be_visually_appealing_at_county_government_offices_,group_qo7it23/when_the_county_government_promises_to_do_something_by_a_certain_time_they_do_,group_qo7it23/when_a_customer_has_a_problem_county_government_officers_will_show_a_sincere_interest_in_solving_it_,group_qo7it23/county_government_officers_will_perform_the_service_right_the_first_time_,group_qo7it23/the_county_government_will_provide_the_service_at_the_time_they_promise_to_do_so_,group_qo7it23/the_county_government_will_insist_on_error_free_records_,group_qo7it23/employees_of_the_county_government_will_tell_customers_exactly_when_services_will_be_performed_,group_qo7it23/employees_of_the_county_government_will_give_prompt_service_to_customers_,group_qo7it23/employees_of_the_county_government_will_always_be_willing_to_help_customers_,group_qo7it23/employees_of_the_county_government_will_never_be_too_busy_to_respond_to_customers_requests_,group_qo7it23/the_behavior_of_employees_in_the_county_government_offices_will_instil_confidence_in_customers_,group_qo7it23/customers_of_county_government_will_feel_safe_in_transactions_,group_qo7it23/employees_of_the_county_government_will_be_consistently_courteous_with_customers_,group_qo7it23/employees_of_the_county_government_will_have_the_knowledge_to_answer_customers_questions_,group_qo7it23/county_government_officers_will_give_customers_individual_attention_,group_qo7it23/county_governments_will_have_operating_hours_convenient_to_all_their_customers_,group_qo7it23/county_governments_will_have_employees_who_give_customers_personal_service_,group_qo7it23/county_governments_will_have_their_customers_best_interest_at_heart_,group_qo7it23/the_employees_of_the_county_government_will_understand_the_specific_needs_of_their_customers_,group_my4qi80/the_county_government_has_modern_looking_equipment_,group_my4qi80/the_county_government_s_physical_features_are_visually_appealing_,group_my4qi80/the_county_government_s_reception_desk_employees_are_neat_appearing_,group_my4qi80/materials_associated_with_the_service_such_as_pamphlets_or_statements_are_visually_appealing_at_the_county_government_offices_,group_my4qi80/when_the_county_government_promises_to_do_something_by_a_certain_time_it_does_so_,group_my4qi80/when_you_have_a_problem_the_county_government_employees_show_a_sincere_interest_in_solving_it_,group_my4qi80/the_county_government_performs_the_service_right_the_first_time_,group_my4qi80/the_county_government_provides_its_service_at_the_time_it_promises_to_do_so_,group_my4qi80/the_county_government_insists_on_error_free_records_,group_my4qi80/employees_in_the_county_government_offices_tell_you_exactly_when_the_services_will_be_performed_,group_my4qi80/employees_in_the_county_government_offices_give_you_prompt_service_,group_my4qi80/employees_in_the_county_government_offices_are_always_willing_to_help_you_,group_my4qi80/employees_in_the_county_government_offices_are_never_too_busy_to_respond_to_your_request_,group_my4qi80/the_behavior_of_employees_in_the_county_government_offices_instils_confidence_in_you_,group_my4qi80/you_feel_safe_in_your_transactions_with_the_county_government_officers_,group_my4qi80/employees_of_the_county_government_are_consistently_courteous_with_you_,group_my4qi80/employees_of_the_county_government_have_the_knowledge_to_answer_your_questions_,group_my4qi80/employees_of_the_county_government_give_you_individual_attention_,group_my4qi80/the_county_government_has_operating_hours_convenient_to_all_its_customers_,group_my4qi80/the_county_government_has_employees_who_give_you_personal_attention_,group_my4qi80/the_county_government_has_your_best_interests_at_heart_,group_my4qi80/the_employees_of_the_county_government_understand_your_specific_needs_,start,end,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,strongly_agree,agree,agree,agree,neutral,agree,neutral,disagree,disagree,neutral,neutral,neutral,agree,neutral,neutral,neutral,agree,disagree,agree,neutral,neutral,neutral,agree,agree,agree,agree,neutral,neutral,neutral,neutral,disagree,neutral,disagree,neutral,disagree,neutral,disagree,neutral,neutral,neutral,disagree,neutral,disagree,disagree,2016-03-08T06:31:11.585+03,2016-03-08T06:32:58.199+03,uuid:a448bfea-e84c-4be4-8ba7-92703a8f34b7,693531,a448bfea-e84c-4be4-8ba7-92703a8f34b7,2016-03-08T03:40:44,159,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,neutral,agree,neutral,agree,agree,neutral,disagree,neutral,disagree,agree,neutral,neutral,agree,neutral,neutral,neutral,disagree,neutral,agree,neutral,agree,neutral,neutral,neutral,neutral,agree,neutral,disagree,disagree,agree,agree,agree,neutral,neutral,agree,agree,neutral,neutral,agree,agree,agree,neutral,agree,neutral,2016-03-08T06:33:09.813+03,2016-03-08T06:34:46.687+03,uuid:40e491cf-2821-49fa-be0a-f1af8149a0f0,693532,40e491cf-2821-49fa-be0a-f1af8149a0f0,2016-03-08T03:40:44,160,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme,TRUE,TRUE,TRUE,FALSE,FALSE,,mombasa_county,strongly_disag,agree,neutral,agree,disagree,strongly_disag,disagree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,disagree,disagree,disagree,neutral,neutral,agree,neutral,agree,agree,neutral,agree,neutral,neutral,neutral,disagree,neutral,agree,neutral,neutral,agree,neutral,agree,neutral,agree,neutral,agree,agree,agree,agree,2016-03-08T06:35:49.984+03,2016-03-08T06:38:32.133+03,uuid:1437deab-99eb-4d19-a051-9b704782a08a,693533,1437deab-99eb-4d19-a051-9b704782a08a,2016-03-08T03:40:45,161,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,agree,neutral,disagree,neutral,strongly_disag,neutral,neutral,neutral,agree,agree,agree,neutral,agree,neutral,disagree,neutral,disagree,neutral,agree,neutral,agree,agree,agree,neutral,agree,agree,neutral,neutral,neutral,neutral,neutral,strongly_agree,neutral,agree,agree,agree,agree,agree,strongly_agree,neutral,agree,agree,neutral,agree,2016-03-08T06:38:58.307+03,2016-03-08T06:40:13.683+03,uuid:ca46762f-5ea4-4838-8a94-7f139a4678d4,693534,ca46762f-5ea4-4838-8a94-7f139a4678d4,2016-03-08T03:40:46,162,,-1,,
business_custo,use_of_car_parking_space,FALSE,FALSE,FALSE,TRUE,FALSE,,mombasa_county,strongly_agree,neutral,agree,neutral,disagree,disagree,neutral,neutral,agree,neutral,disagree,neutral,neutral,disagree,neutral,neutral,neutral,neutral,neutral,neutral,agree,neutral,agree,neutral,neutral,neutral,disagree,option_5,agree,neutral,agree,neutral,neutral,neutral,disagree,neutral,neutral,disagree,neutral,disagree,disagree,disagree,disagree,neutral,2016-03-08T12:55:34.157+03,2016-03-08T12:57:24.072+03,uuid:c24a0283-3b08-407b-8ca5-4bf58718fb69,695090,c24a0283-3b08-407b-8ca5-4bf58718fb69,2016-03-08T09:57:28,163,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,agree,agree,agree,neutral,neutral,neutral,neutral,agree,neutral,neutral,agree,neutral,neutral,neutral,disagree,neutral,neutral,disagree,agree,neutral,agree,agree,neutral,agree,neutral,agree,agree,neutral,neutral,agree,agree,agree,agree,neutral,agree,neutral,neutral,agree,agree,agree,agree,agree,neutral,agree,2016-03-08T12:57:37.385+03,2016-03-08T12:59:43.485+03,uuid:1b54a736-cb11-4dd4-91c5-8cc9f2d7d6e5,695098,1b54a736-cb11-4dd4-91c5-8cc9f2d7d6e5,2016-03-08T09:59:47,164,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,agree,neutral,agree,neutral,disagree,disagree,neutral,agree,neutral,agree,neutral,neutral,disagree,disagree,disagree,neutral,neutral,disagree,agree,neutral,agree,agree,agree,neutral,agree,neutral,neutral,disagree,disagree,neutral,neutral,agree,neutral,agree,agree,disagree,disagree,neutral,neutral,agree,agree,agree,neutral,agree,2016-03-08T13:00:06.050+03,2016-03-08T13:01:59.656+03,uuid:0c67f423-be1d-493d-930d-472c3702b2da,695114,0c67f423-be1d-493d-930d-472c3702b2da,2016-03-08T10:02:00,165,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,agree,agree,strongly_agree,neutral,strongly_agree,neutral,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,neutral,agree,agree,neutral,neutral,neutral,strongly_agree,agree,agree,agree,neutral,neutral,neutral,neutral,agree,agree,neutral,neutral,neutral,neutral,disagree,neutral,disagree,neutral,agree,agree,neutral,agree,2016-03-08T13:02:16.799+03,2016-03-08T13:04:13.645+03,uuid:45f776fe-1131-4abc-99a0-5a001f3667fe,695132,45f776fe-1131-4abc-99a0-5a001f3667fe,2016-03-08T10:04:15,166,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,agree,agree,strongly_agree,disagree,strongly_disag,agree,agree,neutral,disagree,neutral,disagree,disagree,disagree,agree,agree,neutral,agree,neutral,agree,agree,agree,agree,option_5,agree,agree,agree,option_5,disagree,agree,neutral,disagree,agree,agree,neutral,neutral,agree,neutral,agree,agree,neutral,agree,agree,neutral,agree,2016-03-08T13:04:42.819+03,2016-03-08T13:06:32.991+03,uuid:2031b900-68b5-4b8f-957c-26d63539b5a1,695147,2031b900-68b5-4b8f-957c-26d63539b5a1,2016-03-08T10:06:35,167,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,neutral,neutral,agree,agree,disagree,disagree,neutral,neutral,neutral,neutral,agree,neutral,agree,disagree,disagree,neutral,agree,neutral,neutral,disagree,disagree,disagree,neutral,agree,agree,agree,neutral,neutral,neutral,disagree,neutral,neutral,agree,agree,neutral,agree,agree,neutral,neutral,neutral,agree,agree,neutral,agree,2016-03-08T13:06:54.653+03,2016-03-08T13:08:40.212+03,uuid:02d45e9a-4f26-4702-b09b-f41c45c66e63,695161,02d45e9a-4f26-4702-b09b-f41c45c66e63,2016-03-08T10:08:49,168,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,agree,neutral,neutral,neutral,disagree,neutral,disagree,neutral,neutral,agree,neutral,neutral,agree,neutral,neutral,agree,agree,neutral,agree,neutral,neutral,neutral,option_5,disagree,option_5,disagree,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,2016-03-08T13:08:59.172+03,2016-03-08T13:10:57.352+03,uuid:74a53b77-8493-4763-8dfb-a8fcdb4d7f1f,695170,74a53b77-8493-4763-8dfb-a8fcdb4d7f1f,2016-03-08T10:11:05,169,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,disagree,disagree,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,2016-03-08T13:11:42.434+03,2016-03-08T13:13:36.838+03,uuid:28396ec2-3563-43c1-89d1-1f890ab77213,695208,28396ec2-3563-43c1-89d1-1f890ab77213,2016-03-08T10:13:39,170,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,neutral,agree,agree,neutral,disagree,disagree,strongly_disag,neutral,neutral,agree,disagree,strongly_disag,strongly_disag,strongly_disag,neutral,disagree,agree,disagree,strongly_disag,agree,neutral,neutral,disagree,neutral,disagree,disagree,neutral,option_5,option_5,option_5,option_5,option_5,option_5,disagree,disagree,option_5,option_5,option_5,option_5,option_5,neutral,disagree,option_5,option_5,2016-03-08T13:13:49.134+03,2016-03-08T13:15:40.428+03,uuid:779edc83-ac99-43f2-a3db-b8397b7f2080,695218,779edc83-ac99-43f2-a3db-b8397b7f2080,2016-03-08T10:15:43,171,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,disagree,disagree,agree,neutral,strongly_disag,strongly_disag,disagree,disagree,neutral,disagree,neutral,disagree,disagree,disagree,strongly_agree,agree,neutral,neutral,neutral,agree,disagree,disagree,neutral,disagree,agree,agree,neutral,neutral,neutral,disagree,neutral,disagree,neutral,neutral,disagree,disagree,disagree,neutral,neutral,neutral,agree,neutral,neutral,neutral,2016-03-08T13:15:59.358+03,2016-03-08T13:18:00.252+03,uuid:3a35cf4c-942d-4578-b145-97d102dc3c12,695230,3a35cf4c-942d-4578-b145-97d102dc3c12,2016-03-08T10:18:09,172,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,agree,agree,agree,agree,agree,agree,agree,strongly_agree,agree,strongly_agree,agree,agree,agree,strongly_agree,agree,agree,neutral,agree,agree,agree,strongly_agree,strongly_agree,option_5,disagree,option_5,disagree,disagree,neutral,neutral,neutral,disagree,neutral,neutral,neutral,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,2016-03-08T13:18:29.843+03,2016-03-08T13:20:14.887+03,uuid:5f0858a6-060c-4eee-bf93-48d74c8808ab,695239,5f0858a6-060c-4eee-bf93-48d74c8808ab,2016-03-08T10:20:18,173,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,disagree,disagree,neutral,neutral,disagree,neutral,disagree,agree,disagree,agree,agree,neutral,disagree,strongly_disag,neutral,neutral,agree,agree,neutral,neutral,disagree,disagree,neutral,agree,neutral,disagree,disagree,neutral,disagree,agree,disagree,disagree,disagree,option_5,disagree,disagree,neutral,agree,neutral,neutral,neutral,neutral,disagree,disagree,2016-03-08T13:20:31.013+03,2016-03-08T13:22:24.390+03,uuid:38f22259-9b7d-41e8-9fa4-c078c7c70d43,695265,38f22259-9b7d-41e8-9fa4-c078c7c70d43,2016-03-08T10:22:28,174,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme,TRUE,TRUE,TRUE,FALSE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,agree,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,neutral,agree,neutral,neutral,neutral,neutral,disagree,disagree,agree,neutral,agree,neutral,disagree,neutral,2016-03-08T13:22:42.753+03,2016-03-08T13:24:23.545+03,uuid:3c0a2309-546a-4c13-8c77-167848d90388,695289,3c0a2309-546a-4c13-8c77-167848d90388,2016-03-08T10:24:28,175,,-1,,
resident_custo,garbage_waste_disposal cleaning_of_business_environme,TRUE,FALSE,TRUE,FALSE,FALSE,,mombasa_county,agree,agree,agree,agree,agree,agree,neutral,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,agree,neutral,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,agree,agree,agree,agree,neutral,agree,agree,agree,neutral,neutral,2016-03-08T13:24:34.735+03,2016-03-08T13:26:54.890+03,uuid:d4c585fd-07c4-40dc-a63a-f4e5e09b3374,695303,d4c585fd-07c4-40dc-a63a-f4e5e09b3374,2016-03-08T10:26:57,176,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,agree,agree,agree,neutral,neutral,disagree,agree,neutral,agree,agree,disagree,agree,agree,neutral,disagree,neutral,neutral,agree,agree,agree,agree,agree,neutral,disagree,neutral,disagree,neutral,neutral,neutral,agree,agree,agree,neutral,neutral,disagree,disagree,disagree,disagree,disagree,neutral,agree,disagree,disagree,neutral,2016-03-08T13:33:04.895+03,2016-03-08T13:35:08.257+03,uuid:440dec94-cc38-4837-a16a-99cb65268583,695329,440dec94-cc38-4837-a16a-99cb65268583,2016-03-08T10:35:12,177,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,agree,neutral,neutral,neutral,disagree,neutral,disagree,neutral,neutral,disagree,disagree,neutral,agree,neutral,agree,agree,neutral,neutral,neutral,disagree,disagree,disagree,neutral,neutral,neutral,neutral,neutral,neutral,disagree,neutral,neutral,2016-03-08T13:35:19.302+03,2016-03-08T13:37:09.731+03,uuid:faca6512-8369-477f-a559-ad8a7396a1d9,695342,faca6512-8369-477f-a559-ad8a7396a1d9,2016-03-08T10:37:11,178,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,agree,neutral,neutral,agree,neutral,neutral,neutral,2016-03-08T13:37:22.843+03,2016-03-08T13:39:07.755+03,uuid:b9f006a6-7c50-4d25-a263-4a4c4df56268,695349,b9f006a6-7c50-4d25-a263-4a4c4df56268,2016-03-08T10:39:19,179,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,option_5,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,2016-03-08T13:44:54.123+03,2016-03-08T13:46:42.547+03,uuid:3a28421a-2d3f-44bd-a098-bc1130931032,695412,3a28421a-2d3f-44bd-a098-bc1130931032,2016-03-08T10:46:44,180,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,agree,strongly_agree,agree,agree,agree,agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,neutral,neutral,agree,agree,agree,agree,strongly_agree,agree,strongly_agree,disagree,disagree,neutral,neutral,neutral,disagree,disagree,neutral,disagree,neutral,neutral,neutral,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,2016-03-08T13:46:57.671+03,2016-03-08T13:48:43.843+03,uuid:2e387db9-0a4b-418c-94cf-cdb03510d8db,695424,2e387db9-0a4b-418c-94cf-cdb03510d8db,2016-03-08T10:48:48,181,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,agree,agree,strongly_agree,agree,strongly_agree,strongly_agree,neutral,agree,neutral,agree,neutral,agree,neutral,disagree,neutral,agree,agree,agree,agree,agree,neutral,neutral,disagree,neutral,disagree,disagree,neutral,disagree,neutral,disagree,disagree,neutral,disagree,neutral,disagree,disagree,disagree,neutral,disagree,neutral,disagree,option_5,option_5,disagree,2016-03-08T13:48:54.843+03,2016-03-08T13:50:37.711+03,uuid:49218e06-a388-4cd2-91ca-ed651672d89c,695436,49218e06-a388-4cd2-91ca-ed651672d89c,2016-03-08T10:50:46,182,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,agree,agree,agree,agree,neutral,agree,agree,neutral,agree,agree,agree,agree,disagree,neutral,neutral,disagree,disagree,disagree,neutral,neutral,disagree,neutral,disagree,disagree,disagree,disagree,disagree,option_5,disagree,disagree,agree,neutral,neutral,neutral,2016-03-08T13:50:56.558+03,2016-03-08T13:52:42.289+03,uuid:02d34e0c-c19b-4158-9073-bcdf66eee5f0,695443,02d34e0c-c19b-4158-9073-bcdf66eee5f0,2016-03-08T10:52:49,183,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_agree,neutral,agree,strongly_agree,strongly_agree,agree,neutral,neutral,neutral,agree,agree,agree,agree,agree,agree,neutral,neutral,neutral,neutral,agree,disagree,neutral,disagree,neutral,disagree,agree,agree,neutral,neutral,disagree,neutral,disagree,disagree,neutral,neutral,2016-03-08T13:53:05.833+03,2016-03-08T13:54:52.218+03,uuid:1ad96088-e902-4219-868b-1665bc122284,695449,1ad96088-e902-4219-868b-1665bc122284,2016-03-08T10:54:56,184,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,neutral,neutral,agree,agree,neutral,neutral,neutral,neutral,disagree,agree,agree,agree,agree,neutral,agree,2016-03-08T13:55:15.866+03,2016-03-08T13:56:53.235+03,uuid:faf79360-8e2d-452b-8d51-313fea4ccaf2,695465,faf79360-8e2d-452b-8d51-313fea4ccaf2,2016-03-08T10:57:02,185,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_agree,agree,agree,agree,agree,strongly_agree,agree,agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,disagree,agree,neutral,neutral,agree,neutral,agree,disagree,disagree,disagree,neutral,disagree,neutral,agree,neutral,neutral,neutral,2016-03-08T13:57:13.915+03,2016-03-08T13:58:58.884+03,uuid:e96d7bd0-dca6-4beb-8a79-0286ddac7884,695468,e96d7bd0-dca6-4beb-8a79-0286ddac7884,2016-03-08T10:59:08,186,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,agree,agree,agree,neutral,neutral,agree,neutral,neutral,agree,agree,neutral,agree,agree,agree,neutral,neutral,agree,neutral,agree,neutral,neutral,agree,neutral,disagree,disagree,agree,agree,neutral,neutral,agree,neutral,disagree,disagree,disagree,disagree,agree,agree,agree,agree,neutral,neutral,neutral,neutral,neutral,2016-03-08T13:59:10.835+03,2016-03-08T14:00:50.907+03,uuid:86f3298f-0314-4c90-8ee7-45314d8e8982,695477,86f3298f-0314-4c90-8ee7-45314d8e8982,2016-03-08T11:00:57,187,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,agree,agree,agree,agree,strongly_agree,strongly_agree,agree,agree,agree,neutral,neutral,neutral,agree,neutral,agree,neutral,agree,neutral,agree,agree,agree,agree,option_5,disagree,disagree,neutral,disagree,neutral,disagree,disagree,disagree,disagree,disagree,neutral,disagree,disagree,disagree,disagree,disagree,option_5,neutral,disagree,neutral,neutral,2016-03-08T14:01:04.388+03,2016-03-08T14:02:38.192+03,uuid:b1feca36-0165-495b-994e-ab33ceaa046f,695499,b1feca36-0165-495b-994e-ab33ceaa046f,2016-03-08T11:02:47,188,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,neutral,neutral,agree,agree,neutral,agree,neutral,neutral,agree,agree,neutral,agree,agree,neutral,neutral,neutral,agree,agree,neutral,agree,agree,agree,agree,agree,agree,agree,neutral,agree,neutral,agree,neutral,neutral,disagree,agree,option_5,option_5,neutral,neutral,disagree,neutral,neutral,agree,neutral,neutral,2016-03-08T14:02:54.898+03,2016-03-08T14:04:35.427+03,uuid:6bc6a5e8-7e6e-498e-83d8-d79516c1a0fe,695508,6bc6a5e8-7e6e-498e-83d8-d79516c1a0fe,2016-03-08T11:04:39,189,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,agree,agree,agree,agree,neutral,neutral,neutral,agree,disagree,agree,neutral,agree,agree,agree,neutral,agree,disagree,neutral,agree,agree,agree,agree,disagree,neutral,neutral,neutral,agree,agree,agree,neutral,disagree,agree,agree,neutral,agree,agree,disagree,neutral,neutral,disagree,agree,neutral,neutral,disagree,2016-03-08T14:04:51.710+03,2016-03-08T14:06:36.149+03,uuid:4d16b0b8-7f4d-40eb-85a8-91d364a44421,695514,4d16b0b8-7f4d-40eb-85a8-91d364a44421,2016-03-08T11:06:45,190,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,agree,agree,strongly_agree,strongly_agree,agree,neutral,neutral,neutral,agree,agree,neutral,agree,agree,strongly_agree,neutral,neutral,agree,agree,agree,agree,agree,neutral,disagree,neutral,neutral,neutral,disagree,neutral,disagree,disagree,disagree,disagree,disagree,disagree,option_5,neutral,disagree,neutral,disagree,neutral,agree,agree,neutral,neutral,2016-03-08T14:06:49.633+03,2016-03-08T14:08:45.925+03,uuid:e4e7ac69-cf3c-4b2f-9fb0-36eeb51be4f5,695533,e4e7ac69-cf3c-4b2f-9fb0-36eeb51be4f5,2016-03-08T11:08:56,191,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,agree,neutral,agree,neutral,agree,neutral,disagree,agree,agree,neutral,agree,agree,neutral,agree,agree,neutral,agree,neutral,neutral,neutral,agree,neutral,disagree,neutral,neutral,agree,disagree,disagree,disagree,neutral,disagree,disagree,disagree,disagree,disagree,option_5,disagree,option_5,neutral,disagree,disagree,neutral,2016-03-08T14:08:59.683+03,2016-03-08T14:10:51.157+03,uuid:a3f870f8-60dc-43ac-a3dc-0bad1b036744,695560,a3f870f8-60dc-43ac-a3dc-0bad1b036744,2016-03-08T11:11:02,192,,-1,,
